"","title","date","company","salary","maxsal","minsal","location","summary","link"
"1295","Data Scientist","Just posted","University of Utah","81,078 - 129,709","129,709","81,078","Salt Lake City, UT","Expertise in industry leading statistical and data science practices; these enable operational improvement, strategy deployment, value improvement, population…","https://www.indeed.com/rc/clk?jk=160884e721444ab3&fccid=6328b27691d3fdc3&vjs=3"
"1296","Data Scientist","20","RMDS Lab, Inc","",NA,NA,"South Lake, CA","Provide consultation on data science and machine learning.","https://www.indeed.com/company/RMDS-Lab/jobs/Data-Scientist-c487fd99ae09ef42?fccid=bb09cf205f12348c&vjs=3"
"1297","Forward Deployed Data Scientist","13","Cresta","70,000 - 177,616","177,616","70,000",NA,"Proficiency in SQL and data visualization tools (e.g. Tableau, Looker, etc.).","https://www.indeed.com/rc/clk?jk=9dc6b800a28e75ef&fccid=89f15f8fbcb9d345&vjs=3"
"1298","Data Scientist - AI/ML Engineer","Today","Softnice","93,950 - 108,000","108,000","93,950","Sunnyvale, CA","Excellent knowledge and good practical skills in major ML algorithms as applied to Natural Language Processing, information retrieval, data mining.","https://www.indeed.com/company/Softnice/jobs/Data-Scientist-60988ef75ed7c8a0?fccid=9b98d432e332db87&vjs=3"
"1299","Data Scientist","Just posted","Caterpillar","",NA,NA,"Mossville, IL","The Data Scientist contributes to this mission by leveraging his or her quantitative analysis, data management, modeling and/or data visualization skills as an…","https://www.indeed.com/rc/clk?jk=1736bbe9f9cddf32&fccid=d723225da214c842&vjs=3"
"1300","Data Scientist","28","BICP","",NA,NA,"Portland, OR","Possess end-to-end data expertise including data sourcing, consolidation, integration, manipulation and visualization.","https://www.indeed.com/company/BICP/jobs/Data-Scientist-a04c89acee43bb71?fccid=74ad6aafaf75e1a3&vjs=3"
"1301","Data Scientist","Just posted","Alto Neuroscience, Inc","130,000 - 140,000","140,000","130,000","San Francisco Bay Area, CA","This person will work closely with a growing inter-disciplinary team of Physicians, Research scientists and Software developers to challenge the status quo and…","https://www.indeed.com/company/Alto-Neuroscience,-Inc/jobs/Data-Scientist-ca16b63c03e40c57?fccid=3a7ad5d4b8526b01&vjs=3"
"1302","Data Scientist","Today","Advance Local","81,078 - 129,709","129,709","81,078","New York, NY","Experience using statistics, propensity model building, and algorithms to manipulate data and draw insights from large data sets.","https://www.indeed.com/rc/clk?jk=bd190f5ad577a404&fccid=31a0500c8ccc54ba&vjs=3"
"1303","Sr Data Scientist","5","Biomerieux","52,704",NA,"52,704","Louis, MO","Understanding and willingness to self-learn the technologies used in this domain to be up-to-date with the latest developments in data analytics, imaging and…","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B-w2FzpJIQ4xMOyQt_Z2sZ2s9-x0vJfXIc7iQhhSys9gOPmSCh1FidxdoJI6JP9Xp0Zv6Fo4IUBRTaLi9Js0VF3AI6mfZzlgL3zkJmZCsGjOIz0XoK9qNyVVP0h2e_kghXVT_BsKVqUvo6wt-NIiZmk-NeHyI65Sk7otcBe_5rmjVc052gkWDLlCDmJ5GKDXi4pt8Dsmny2RKcavoqsD3jF-WGB0OJ8TMLu2ksRombk2gLBhOgUQVTzbsCcivm1VQkvW2F5z8p98sX39C4HGVIhWTW7L9GE2d6fjKUXLFjOL7zhwjfCPKZmTR16r79pNIKJmOn1AcO7nKSm9GoO5DO_gvZVjOM2UQ1VVKga93wzPhBv7008lCSMuZbwsD_Gr4-ziri6vs3DDCAHNk447HUrs2GT3H9BupBJlVglqW0VKdu0yCVkLlpJwC3Ligimre8y-74kMKpBuO7_KdKJF6sWFfH-e3Xwu6z3PrEWoGHk7Fv70B52vZCEQEUzs1-hHbMd5yqy7yv1w==&p=0&fvj=0&vjs=3"
"1304","Data Scientist, Senior Virtual Hiring Event","12","Booz Allen Hamilton","112,853 - 204,864","204,864","112,853","Louis, MO","You’ll develop algorithms, write scripts, build predictive analytics, apply machine learning and deep learning, and use the right combination of tools and…","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Btxs39KmTzjw_u_hUXcyTcLpNeUj18C2Nw5A7DCW0FWCnt5sBvMZ6djJK7QlIFz3FJ-vep4bwIr3N42kRXicuPyGmEPBcRJj5aY8RwpFDkwOOSGo_pdvCSiKfMeyYGLkjf_mwPlZCUTe0e_ILhtnF4ohWdT_ZnIo-6a1WSWwp6v8oacZqdkVV3VWAyQzO8Z8YoSmUMUrIEP7Qrqo8BZ8hKGVCXZUN-dLwRbuSFpuLOYOF2hZHLX7ibPTtJPi3EHUtO1H6evWiBrCvsKMyhNLpOT5FlGnhljYDYSJ8cHRoJkYZhQlzS0zhca2Wg4sr4UL8D54vZu-GNy_oyHFUmGmqpFYRIWX6Mq68MJnYGp_3ZZ68KEg5m7eLw9g_1KuObRGkjacT5Kj8pQ-hOofV5OBtH6YHWU3_I4gyO_Vr41tBv9-I728orLZamDqIa8RL2WKqEBB7sKqjYi3l5nv_diP34&p=1&fvj=0&vjs=3"
"1305","AI OPERATIONS RESEARCH ANALYST Virtual Hiring Event","6","Booz Allen Hamilton","56,879 - 133,465","133,465","56,879","Pittsburgh, PA","Ability to obtain a clearance.","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Btxs39KmTzjw_u_hUXcyTcLpNeUj18C2Nw5A7DCW0FWLuE0AJWyt3ecANVBFuuVhERrE-vapEHXrBcWhBwDQIQ64gMjr50pp89-prMuiPawd0JzK0HZJojdFZVzd-yKVItPStU7IefdrI9fnH4i3wWZ5iif8-uXioiF1TEpGNnTfozC42504WX9OBV51wqPAXtYRajV-OuHP4dsp0SCnBCcpZapYHAOohZUSB_dSI-J_03cLDRRKkrcIMceFtHKE7j_RQDP0dlwBZqNNU4sy-0_ljkNGwVE6MTGVO2Kqi2yq2uXrsV2tCUWs1TbLAlbz5aJ2iNxLX8tunvH14WJgoxIWBHxvcjlIIAE0SWSPsm0v8XxJlOUf6iLv7bSDyUDpWqs_xiMg4oTcuJ6xNpNeNv7nE5Upq8vyb6jlQGbweQRVXX6bNW-X30iI-Ppl_uofO0wU_0XAgTmQ==&p=2&fvj=0&vjs=3"
"1306","Sr.) Engineer, AI Perception Algorithm","12","Black Sesame Technologies Inc","70,000 - 90,000","90,000","70,000","Santa Clara, CA","Develop perception algorithms based on deep learning.","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C1y6JstYOqKQSjlTzRNpLqbqc-mamcipwBCr4Y7LMyis0qp_xZ3Ew3QSUvmpKFxcLVg6MML6yOQbExYgj_0sESir46GsgVIFCokPv8goO0283KywQaMnTHcF3-gB89iYK_zCcFpgBiE8xeA4D9wgwqAX9SRn1LzztR1SQoRJbKn2gKQokAM1pfhbujWt35N72-_IGzpErqiTlVo6FX4RnWsJ1wJA7cPVZs5xjcgcDq8rOb3Ynp3H4zuTbQ0VW3DDGgAi00NRh91NdqvNcBWvBw8wMfzgi7ojIPaGf9I-FWHTklYV7PYQp1t1Bm1r-PI-Ywxvj89q0-oSJYrHVX5X4MIiWGZIqpfBOlAsOBzrA3rm0YgtiPKFj-8dAw2fhzqt1PDsH5JIFmCMrGYLY8DlKSYP0F2UEYAloiFpabzSpG_3ogy0mxQhr8jrOUBC_uA2EpEWLbcvf9hc4-SXTEEiYoWY5AeC2oPqQ=&p=3&fvj=1&vjs=3"
"1307","Postdoc IMCI Mathematical Modeling","14","University of Idaho","81,078 - 129,709","129,709","81,078","Moscow, ID","Full/Part Time: Full Time.","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CMMrwQCTGqxDMwPsqy_tpyMCXYMRX0KWyeG_5gagirnz86IUz3gRv2e36PzDh7HSRP3IUYOv382DOyTnXyPIjSV4REdrynID89ZNzBTVjWzVzx8KQMbFq0PD9aKIMnikEXYtujdnSaQXJbbArCqTWnHMHkDOHKMIz4CJ99p9eDZwAtGA5j9yP8gJNzHNKHr9cAApkU4nazz61WuwQpkBmX77Gs-oicF2maQpvLSbL3nziL-leJU5KRScMF8qbAecLY9opgvokb1-dciDS52Qu39ApgFQNN0c4GweSdMgnBEUDnJZ0L1F3UFrgSjDXVjX23D6Cnv5CfrYrFMdpSTKy6flsdRkmCsmo6q5Dnmlo-XxxFZKxdv2aD52v9Ft8mCfo=&p=4&fvj=0&vjs=3"
"1308","Integrative Data Scientist - Bioinformatics","30","Takeda Pharmaceutical","",NA,NA,"Boston, MA","Actively communicate with nonclinical leads, scientists, analytical, and clinical teams to inform data analyses, data engineering, and machine learning that…","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A2FglVpD15yjwf_kBlpCp3aF2-ThlNcApwZ2XoCuisxqOxEXA7NQxpGhmzTWBxj6tlgq5y1f5a2MXJA_aR381Y7FukmkMOXMK2-qwq1H5TgcW_4bCLmBbXEtDpCe-IrgDFQAkIsTzv0xg9EPuLqkMwJJOteXWGp4dommpXR6vOY-05lWDpbfm8zUGEhAIvsEKAIAhyUf9cD6UpVVN8XjMwbvuRrkHXyGKgMmgQkXOH7gpe11Cbe1P46sf1PdEMwME5fcfbQhufleubqihmTlbz3ay9y9XP0m6DbLCvbAcQPLVkvFt7FJp4hrG5Kgvy9gQ4pLI3ShXBuedpov82BZP7JKdQ2Ef6EGlz2tW5z8o1ALd99c564A1KkHrFr2eeaP1x21ug5HpwoTRNVMctSpYaNg1RkoZKv5ntlje4PsDj6g==&p=5&fvj=0&vjs=3"
"1309","Data Scientist","4","RS21","70,000 - 177,616","177,616","70,000","Arlington, VA","Proficiency with modern approaches in data analytics (e.g., statistics, machine learning, econometrics).","https://www.indeed.com/rc/clk?jk=5ef518d03638c56b&fccid=294d5debc2c11988&vjs=3"
"1310","Senior Data Scientist","Today","Headcheckit.com","52,704",NA,"52,704",NA,"Being part of a team of data scientists.","https://www.indeed.com/company/Headcheckit.com/jobs/Senior-Data-Scientist-ea327af8483ea0fd?fccid=ee23b99f71507d73&vjs=3"
"1311","Statistician (Data Scientist) - Interdisciplinary","Just posted","US Department of the Treasury","112,853 - 204,864","204,864","112,853","Washington, DC","Experience applying a range of analytic approaches, including (but not limited to) machine learning, text analytics, and natural language processing; graph…","https://www.indeed.com/rc/clk?jk=785915c5873817c7&fccid=77d686781c96824e&vjs=3"
"1312","Data Scientist","8","Cognowiz solutions LLC","56,879 - 133,465","133,465","56,879","Herndon, VA","Experience with data visualization tools, such as Tableau, Qlik, Power BI, d3.js, or equivalent.","https://www.indeed.com/company/Cognowiz-solutions-LLC/jobs/Data-Scientist-dd25f8809ed80778?fccid=6f3afb2c19af6e1b&vjs=3"
"1313","Co-op Data Scientist 2021","30","The Hershey Company","70,000 - 90,000","90,000","70,000","Hershey, PA","Collaborates with IT to prepare and manipulate structured and unstructured data for data discovery and mining from multiple, disparate, resources.","https://www.indeed.com/rc/clk?jk=bb3dc0d9215abe7d&fccid=e08898c7a89673c9&vjs=3"
"1314","Data Scientist (Junior)","30","KBR","81,078 - 129,709","129,709","81,078","Lexington Park, MD","Engineering Support: Participates with engineering in the design, development, and utilization of scientific/engineering electronic data processing systems…","https://www.indeed.com/rc/clk?jk=f2e1b49a9347924c&fccid=cbfa56f19cc95796&vjs=3"
"1315","Data Scientist, Intermediate","13","UVA Medical Center","",NA,NA,"Charlottesville, VA","Is able to answer defined questions about health system functions/operations/populations using appropriate statistical techniques on available data.","https://www.indeed.com/rc/clk?jk=7f539cf07d667e63&fccid=ac3ca395d43dcd7d&vjs=3"
"1316","Supply Chain Data Scientist","Just posted","TCS","70,000 - 177,616","177,616","70,000","Atlanta, GA","Working closely with Customers for developing project plans and ensure delivery consistent with the project estimates provided.","https://www.indeed.com/rc/clk?jk=a15d20b6e7e719ed&fccid=c78fdfc4443d4537&vjs=3"
"1317","Undergraduate Internship/Co-op Program - Data Scientist","30","Central Intelligence Agency","52,704",NA,"52,704","Washington, DC","You will work with advanced hardware, software and techniques to develop computational algorithms and statistical methods that find patterns and relationships…","https://www.indeed.com/rc/clk?jk=4df5e9a053f32646&fccid=e9870e3159e9c6ac&vjs=3"
"1318","Data Scientist","7","ACHNET Inc","112,853 - 204,864","204,864","112,853","Plano, TX","Building and owning large scale machine learning models.","https://www.indeed.com/company/ACHNET-Inc/jobs/Data-Scientist-4678de7d2ce1a4e9?fccid=4c8feeee8e552116&vjs=3"
"1319","Senior Data Analyst","30","GEICO","56,879 - 133,465","133,465","56,879","Chevy Chase, MD","O Exposure to QLIK or other data visualization tools.","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Acjr3lGWLBzJnSLr0JOeIhnRJBIlNlnblRoY9-2yUkfFHf48O_1uEeVC5bj09QyZlSwcT4Oe-9EUVbCeDDmlNGcPq_eEojMJ_zrrKjE-wo4oS-7BkW5STN1QaHWLUrKcV8atNzPWnW3GHZnAl8iLqZNILZN6z3LpTLpzqyGjtM1Zzsl5Amf6xzmqMNJmtcRvDJbp5Ut7jTtQ9OKtTnIdpnPIYyNGqCSk2Vc2eLx2WIPk2ADG9M7hwB-f4CApc-4RvAFEkL1CsyA8weObYvrvwiHbjbw7C8TzSQedeeChkIq-mbBT8zY0tAZNtc-v7DAce6n__DovUV8fez515g_5r8pjIV8n3AQ7sNxpZkAIdnsqRF5JsrM20HbpJwNpD9btfX6z9Isen9MbL1vRiCb_mJ7ZZG20zHRZtDj9izpOtLPGExO59-b23va8kYtlOB2ESOyOw3ch11sCP8Lw6XhVYZ6hlpeedcom046axIVfueEP4gEdnToJ7UENsGNjDmaMfQQN1YN4sf0g==&p=16&fvj=0&vjs=3"
"1320","Data Scientist","3","Leidos","70,000 - 90,000","90,000","70,000","Arlington, VA","Hands-on experience applying data analytics.","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CZUO70VSdYKA8PR3jfrSh5ljhqJhfDt0PzQCMubt8cRnyhDD9XgeBp6fX700neD-OtM0LaO2_WdeoQrsGqvekoC58pjfr8o-sLFWNVe7esAa36xRdWuPJvSEMoQxZdC1NRqczcFb8ydibgdyw_nHKsDDneSki99yI6NICQ4rnQQGsIjLsJ_rGjiYcKG59146scRikqlDiiYZG09xinPTYTayYtXcAzEbSbHu0I_h_knmOeEibMlnBvu6GPOcVGx9DgxJXyZd6DxwkOo3VmmLRFStt1Ex8GN2ZWsfMMGTjCGMcLY82vyKbOvN8uoMELr9moZDwcHq7kPZADm1XQ5Mor0-Rx1HYdzcoKWp70RZ6IJMCo-G6w2dpncRqlbwOUeZmHxsNQ3gjqaOm_0QDmEv1FfO9WIaQrrQxC9M6r1zgvlZtMaF915iKTw3jbXfMpGSI1As6ZmhBNO_untrjkrcMuxoOU0hne7LVk6j4hSW0msrEZxvMZo8HC&p=17&fvj=0&vjs=3"
"1321","Data Scientist","27","Northrop Grumman","",NA,NA,"Hill AFB, UT","Develop and implement artificial intelligence and machine learning models to solve complex data problems.","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DPf8Tf_oakpB62WadId2dzQiWExtALTi0lpCM--zHBL4xiBVbb_EgRS6mZmsgnHhYXj50SC9-X30p_GeD5_JVQKRLdiFHwEamVtcKlXPblXcPJlC0nlTGATomcIGUJcGXQ1aGc2vR4Kyi-7KM905N94EfpUjMgOfYD9ty7mPVHCiKkiitNv4Y4_AX3m0LizFvF3cLQt_PrWVg01rOWaFAEfmXNrasoGFYz5UWCzN-tZbjyzR617Rd5aORv6yipXf0h2pqWmVLwaUfgcVA9KujHuXepByAE6KS5wWlXFuKH_EerkgMpToTtueZIs2mjLGu3izeaKXZZ_j_OCMOGeaTQEwsILnWGCaRyikczhd2mse67gfj7q0AdzBgTd_jvGce4mNCcYSWy2qncfRgcgkS6fbAVdEmwWgMeyL4YiCJdIaCu1XnwOuhxBpXn1ta96wgin4t017vvj5nJno04CtU6Yaima12AVWF_9Rs68Rqeyj6In_NZpvgbN0aMF_TmVt4RcmoJBI3FN7FzQ3zeSZ7FLLe5NTX4ECuIxkZ6VG7II4pQinz-_GRIOVwq7KhOgpeJ5fcZeI0qiAhl4EN2Bn3v4uf0lUn4_YolSp55g_nmF8rsPcT4DHh3&p=0&fvj=0&vjs=3"
"1322","Sr. Manager Advanced Analytics (Data Scientist)","30","Lidl US","",NA,NA,"Arlington, VA","Strong knowledge of machine learning, optimization, and data mining methods (e.g. with Python, R).","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B7lF4gd9LLEYBrGqWuHscbhgZWYIDZvIdUMuh70svRVojAua0r0avXXlJgXirAQNAWZ-yrfLLN3sKX2XT8dvxmJWlDa0cdr-tmF4hMPPNVDJJFudYVrvqHxsr2BgTnclNCsd0SiiArXiTrs6q3zR3dt-6KkAyicV1Yon7GWGxxtjKtC6OMeQeQWIIwrFH_4YcgvReMhrJTQiGowkWoeHYO1gQgm4LZjDPJjcjOpKO8ScHt72bWXBpc5ga9AXEdYB9iWnHGnel4R7ZaonHK9IGz6zk4CKfvUTef3bb-DBmgJy00xVmN2SmJSnQNStFfffAEuBokM9fBJullrRkh0-s5rxpOm3qTRdbIAa4S4jTTVn0xpacBYJfIOBvJfyRRJpFVtawcBRmzuoc18A5-8D1vf6rQCrixVpAANKVs_GgNXS0XpZBUKP2_KZQ1lbSNLvW815uxU8CeTDwBa5rVbY7bepRaqs2t9mwWshHiUDwd940LrRxGoScHAJyflgiQOcgRrn_lAJgr0WzvMWMe-FcHmEnsU0NOXLyjQZMpX8o16hUrr9TjmR3n5IwBXuEdIhHBErTDIZ9FlQcOUkw5hO3myyDUTT1sNRVq3IKgrh8YccdYNm8X6B5N5mG_qOFET7q-IrpAhKRmtQ==&p=1&fvj=0&vjs=3"
"1323","Data Engineer","1","The Mom Project","112,853 - 204,864","204,864","112,853","Sunnyvale, CA","Develops technical tools and programming that leverage artificial intelligence, machine learning and big-data techniques to cleanse, organize and transform data…","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BDp_epf89aHDQhKpPegNJQ_ldQpEFZQsM9OcONMGxWx6pU56EKHF58QjVdAUvn2gVX-qBJHj71cz8IGbzK3rGGeySomDsq_Mx7mmUyh39PrsNJnaWI5uX370eaZ-DmAc8bpf2aSi3UdXz4gNRj9nxrcAQbP5E025fUFN5IJi2qo94A-VDUGMTqiSxMDCFCQUDU1IgMJjb7NDz2X5K0Tya-wvG0oLr0-nqijmd1cryXzcHqQrIMPciQI_VqgwbpnMo3ZczhAN35WNtmMpTyqPztNERc55x2g2YalKI0rjPlCjEB38m-IaElJsml4KUowULKkwTCbVY8YEAeUJhkh2eYNkFrW-B0IDrF5BkJcUMLpz468cvGe9gna4FRHYC5Cu32BqLJJY6nwKrlQ4XVgXLLnwfQnUwzCFYZRb3fQpTW7j39qiEc5kUuvnc-gBqjfSdiyvq72e4UT6C--9U1YYGpHXHHxvJezj2pUnsscluyoxhg6xVYbcnB4o9B7vQVHpAWcnT6guuTjJwke0L9ogTBfsNbKMmj7MwchVQNGhaEsOauktcCELCIq7SyRNtRGSM=&p=2&fvj=0&vjs=3"
"1324","Clinical Data Scientist","14","Kelly","56,879 - 133,465","133,465","56,879","Lawrenceville, NJ","Review clinical data from ongoing studies to ensure scientific quality.","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D6qFSVCaa8tXn-rJ3OcXif2lPyFmwsE2iZBGE4YLg1gz3DzxANTQL2jOO96VqvDuX14NK9mOEznpBK-euOluwaCx0bIB5UT6dvuJQsSR9QN7PI0tlc2xaE1sJBTHGvD--Kt2TC9nQ_h9OhXwodTdvhDazV_cz9Z3KVB_ysSCxk6ty87FUfBFv1drGePBfdFdYmiMyxUe8nU75BvBLbZJiuNjSnU8NKCkHEW1ftScMYeuv1UHBfYu0jXMW9_GqybA_9UKiLVLxnV4TcidFJd32IaOZEdVPUOUPCo4BATTYTljghlGBOJN6cj9U9Ng5Qvyvdt6H5J8krJyM47vyDiTgu0QA5KU83dXA68yiEn99aDoiq_rhqv7M4sHUavbg-MrkPWNg73XOHY2vI5iGcijjs0EfegPUUPeqrVPbO4F_Sr4Z6R3OEG9T1fQSUti1hN0KFbF6bWJOp2EzCgv2VHNrIeLP8fvM3czbY9M9Jr0WMDNzzB_tk6acT1HpaHxkM-vktNR1JmDQBXrqEKQHFGc4eiBj8dBFuLidBZ4s8bMfxW2KQSTC00mIDVr1eO9bX1kSeepo6Z655rIkIt5QrHbYO9vC5B9wdSxAHMIOsXj0t1gvPsi0iu8XGVV3hvvA9t01kIQe8gDgtHTFBMue9gOYVFsfDzqG2SQftT8MeII5wkb9j31dWqvkc1Xb-3xlnNplPsHEFjMi3-qbNyD4W0gVMuWNSiTTkac5tA1C1WXhNRAX2zXEwd_mVVmVSJDD0ME4ufHQ3RHgRGlR7hUjbH8ULToIvZmaFPWtok4_fVVBtMfSCIbliLSVxEQl4xAdFv1HX6pl3reKVk82tytvDKuaY60uxWNPG5j102kzP_OK8Qgrb9aLG-HneKmLrorWjqvYuwxBC7ianteiGp3qeITswV8acqoR_iuso7ag19iBkuQPtrEm5NKVuRXSECHWHdHBgEsqBx87nWjGvQMIeN2P_822kvOF57eRA0RVBjt4XAgUkyufEKF1o9sC_vRUa6Qir0gvnTEsIO3XTg_8lJmjpcqEWDXCwQkj0CSPv_zJjE6hilsB-E2JfCu92HX0Kqff049oPXLOnmrafm-7qiAeZ76EgmWXIEga6BWSxhElPifI5pYpkQE7Y&p=3&fvj=0&vjs=3"
